title,subtitle,author,publisher,genre,width,color,bookcase,compartment
Ein falscher Traum von Liebe,Erfahrungen,Christine Birkhogg,Bastei Lübbe,Stories,,"[0.021439416170147618, 0.9648043481034461, 0.00010461985991145588, 5.103407800558823e-06, 0.0, 2.041363120223529e-05, 0.013577616453386749, 4.848237410530882e-05]",HI-2,
Ein Tag zum freuen,,Kreuter,,Roman,,"[0.005702907040152546, 0.01946939392979901, 0.05912940075499312, 0.9156912619924641, 0.0, 0.0, 0.0, 7.036282591181427e-06]",HI-2,
Es geschah im Nachbarhaus,2500,Fährmann,Arena,Roman,,"[0.10116108147389631, 0.1751036384957141, 0.7103682538633899, 0.0, 0.0, 0.0018167704427965053, 0.011544750359225064, 5.505364978171228e-06]",HI-2,
Evi vom Waldhof,,Hans Ernst,,Roman,,"[0.007830072451482373, 0.48082465837035027, 0.006581103839589479, 0.0013704746080725192, 0.004303572841431849, 0.2987239044680298, 0.1992076678760752, 0.0011585455449685215]",HI-2,
Falcon Crest,,Patrick Mann,,Roman,,"[0.0, 0.14642966424657153, 0.7594310193408916, 0.09413931641253681, 0.0, 0.0, 0.0, 0.0]",HI-2,
Flori Geht zur Schule,,Kruse,Benja,Roman,,"[0.00022158717545119733, 0.21497776487308404, 0.07124409737610221, 0.6825419869492795, 0.008336262359215734, 0.012500573070281339, 0.01017772819658603, 0.0]",HI-2,
Frauen und Geld,Ratgeber,Bernd W. Klöckner / Bianca Sommerfeld,freche Frauen,Ratgeber,,"[0.14279438630579638, 0.7983357445325617, 0.0023189752579279173, 1.4783995269121514e-05, 4.2239986483204324e-06, 0.0381004678078503, 0.01838495411681468, 4.6463985131524755e-05]",HI-2,
Giganten,,Edna Ferber,,Roman,,"[0.5088294089085827, 0.22611772836827623, 0.21690557322263584, 0.0353023257848485, 1.968409219153934e-05, 0.005916163264234879, 0.0069091163592303086, 0.0]",HI-2,
Harz,,,,Tourism,,"[0.05988695286588499, 0.07800780321755785, 0.011365644313826643, 0.8507314754824205, 6.093090232573254e-06, 0.0, 2.031030077524418e-06, 0.0]",HI-2,
Hotel Shanghai,,Vicki Baum,Heyne,Roman,,"[0.018298145484085884, 0.019587139286130532, 0.01071378249229822, 0.9393216170001061, 0.0, 2.0874393555378896e-05, 0.012058441343823875, 0.0]",HI-2,
Im Namen Gottes?,,Yallop,Knaur,Roman,,"[0.0027952553942147637, 0.2022765104324794, 0.7949282341733058, 0.0, 0.0, 0.0, 0.0, 0.0]",HI-2,
In einer Welt von Glas,,Morris L. West,Knaur,Roman,,"[0.8198799810324248, 0.09561947119708292, 0.01665222296711742, 0.0003335677027977174, 1.6351357980280263e-06, 0.04073940840786827, 0.026685416223817388, 8.829733309351342e-05]",HI-2,
"Keine Rasse, aber Klasse!",,Ingrid Kell,Honos,Roman,,"[0.017331727016462784, 0.768834703513769, 0.21046678429304874, 0.001832143814452728, 0.0, 1.4727844167626431e-05, 0.0015110768115984719, 8.83670650057586e-06]",HI-2,
Krebs station,,Alexander Solschenizyn,,Roman,,"[1.3302891882409087e-05, 0.022069497632916674, 0.9772387519891981, 1.6628614853011358e-06, 1.6628614853011358e-06, 0.0, 4.489726010313067e-05, 0.0006302245029291305]",HI-2,
Lieb Vaterland magst ruhig sein,,Simmel,Knaur,Roman,,"[0.01751475115663451, 0.9596590539397488, 0.019578029594775538, 2.2259435432226867e-05, 0.0, 2.9108492488296675e-05, 0.0031197454890397967, 7.705189188078531e-05]",HI-2,
Live dabei,,Wolf von Lojewski,Bastei Lübbe,Roman,,"[0.0060608946883830206, 0.8899164999841255, 0.0, 0.0, 0.0, 0.020643235863733053, 0.08337936946375846, 0.0]",HI-2,
Park-Klinik Prof.Berger,Mädchen in Weiß - Eine kam zurück,Cetto,,Roman,,"[0.03274364412687024, 0.9274249163982178, 0.0, 0.0, 1.8588500781646457e-06, 0.004269778629544191, 0.03555980199528967, 0.0]",HI-2,
Nur der Pudding hört mein Seufzen,,Emma Bombeck,,Roman,,"[0.0012134484668606903, 0.8555003794027528, 0.09288483765724403, 0.04605661265380219, 3.2017109943553833e-06, 1.92102659661323e-05, 0.0027150509232133652, 0.0016072589191664026]",HI-2,
Prinzessin Daisy,,Judith Krantz,,Roman,,"[9.863567139328803e-06, 0.5110590314766155, 0.1923730953451854, 0.2965580096110598, 0.0, 0.0, 0.0, 0.0]",HI-2,
Robby,,Robert Lane,Scherz,Roman,,"[0.033193788695708416, 0.9019708720167924, 0.06401512256213363, 6.467658766323489e-05, 8.819534681350212e-06, 8.819534681350212e-06, 0.000734961223445851, 2.939844893783404e-06]",HI-2,
Rote Sonne schwarzes Land,,Barbara Wood,,Roman,,"[0.838229448869967, 0.022074475803754958, 0.06798620566082733, 0.03214388914055412, 0.002594325040157779, 0.0003369089424718517, 0.03663474654226693, 0.0]",HI-2,
Rückkehr nach Monterey,,Barbara Delinsky,Knaur,Roman,,"[0.02713717457694673, 0.00024019870503862975, 0.16211036998519215, 0.8105096171866133, 0.0, 0.0, 2.6395462092157115e-06, 0.0]",HI-2,
Schlafende Sonne lockender Mond,,Alice Eckert- Rotholz,Lingen,Roman,,"[0.007369521328831961, 0.34724417413734243, 0.5409043205583725, 0.0, 0.0, 0.0, 0.0692444185938692, 0.03523756538158399]",HI-2,
September,,Rosamunde Pilcher,,Roman,,"[0.008445176264679128, 0.7293776658480295, 0.2509799793065217, 0.0, 0.0, 1.6449505774599002e-06, 0.006550193199445322, 0.004645340430746758]",HI-2,
So wie wir sind,,Martina Littauer Betty Southard,,Roman,,"[0.8085601629360596, 0.1304525221311448, 0.003190496734255701, 0.03660710403895483, 6.688672398858913e-06, 0.00029764592174922163, 0.020882035229237525, 3.3443361994294563e-06]",HI-2,
Spanien,,Marco Polo,Marco Polo,Tourism,,"[0.0, 0.02553667664275572, 0.6459385705161702, 0.32850891777907976, 0.0, 0.0, 5.278353998089236e-06, 1.0556707996178472e-05]",HI-2,
Sturmwind Flickas Sohn,,Mary O'Hara,,Roman,,"[0.0004742022924923852, 0.204105489056955, 0.0010322170831927268, 0.004812601870783184, 0.10406645007752656, 0.6651955367639112, 0.02031350285513892, 0.0]",HI-2,
The secret Diary of Adrian Mole Aged 13,,Sue Townsend,,Roman,,"[0.06417722481891254, 0.9075587636185373, 0.017990415254452174, 0.005743240387784943, 0.0002789211667356926, 0.0003634427324131752, 0.0038753137863125776, 1.2678234851622392e-05]",HI-2,
Wilde Schwäne,,Chang,Knaur,Roman,,"[0.865170760846474, 0.06286716684440014, 0.03270295794763067, 0.028046130773971407, 8.413418561263358e-05, 0.0005090118229564332, 0.010558840294385516, 6.099728456915935e-05]",HI-2,
Wolken am Horizont,,Posamunde Pilcher,ro ro ro,Roman,,"[0.06765133056611561, 0.14837419344597974, 0.0, 0.0, 0.0, 0.00011508027841490806, 0.7838554274240271, 3.968285462583036e-06]",HI-2,
Der blaue Stein,,Gilbert Sinoue,Knaur,Roman,,"[0.006583150692686556, 0.19251752945838624, 0.7810867859829033, 8.087408713374148e-06, 1.6174817426748295e-06, 6.469926970699318e-06, 0.019788271639883864, 8.087408713374148e-06]",HI-3,
Anleitung zum Ehebruch,,Carol Clewlow,,Roman,,"[0.028786816512678833, 0.8798617233216945, 1.3883200633073949e-05, 0.0, 0.0, 2.082480094961092e-05, 0.034492811972872225, 0.05682394019117167]",HI-3,
Nicht mit dir und nicht ohne dich,,Merian/Ney,,Roman,,"[0.2365504208438321, 0.09599662252720742, 6.701334905913258e-06, 0.0, 0.0, 0.023032488071623867, 0.6444137672224307, 0.0]",HI-3,
Die Akte Odessa,,Frederick Forsyth,,Roman,,"[0.6871111266357242, 0.22067703807847983, 0.0, 0.0, 0.0, 0.020626389028367834, 0.07158544625742816, 0.0]",HI-3,
Papillon,,Henri Chariere,,Roman,,"[0.06658657346730741, 0.4559435394953088, 0.46363040629095675, 0.00290727911959891, 0.0, 0.00021843599825251202, 0.009871226778173044, 0.0008425388504025463]",HI-3,
Die Päpstin,,Donna W. Cross,AV,Roman,,"[0.03453916548919512, 0.02836060509376725, 0.9367305286720653, 3.0386362600464913e-05, 0.0, 0.0, 0.00021776893196999854, 0.00012154545040185965]",HI-3,
Die letzt Reise nach Palermo,,D. Himmelberger & S. Marretta,,Roman,,"[0.00020247159974257181, 0.03339335170039988, 0.9649507198588484, 7.231128562234708e-06, 2.1693385686704125e-05, 2.892451424893883e-05, 7.231128562234708e-06, 0.001388376683949064]",HI-3,
Das Schwert in der Stille,,Lian Hearn,ullstein,Roman,,"[0.00368450119107477, 0.0477419035765214, 0.9174984957014153, 0.03107509953098855, 0.0, 0.0, 0.0, 0.0]",HI-3,
Abfahrt Pelham 1 Uhr 23,,John Godey,,Roman,,"[0.009782349354470985, 0.1422417221176533, 0.04287399591739349, 0.11283502558256674, 0.021480077410461016, 0.6706410222422523, 0.00014580737520214206, 0.0]",HI-3,
Das Grosse Kishon Karrussell,,Langen Müller,,Roman,,"[0.021003053672170178, 0.874820143884892, 1.035143108534755e-05, 0.02881493366457913, 0.0002484343460483412, 0.0001828752825078067, 0.07492020771871712, 0.0]",HI-3,
Rückkehr nach Monterey,Virginias Töchter,Barbara Delinsky,Weltbild,Roman,,"[0.10521217159725794, 0.5734445563876931, 0.1129691341933393, 0.015609037812550639, 0.029072757631907115, 0.03979934759787793, 0.12378026871076604, 0.0001127260686079035]",HI-3,
Der Abschieds- stein,,Tad Williams,,Roman,,"[0.0, 0.0009365926758452749, 0.9974099610233356, 0.0016498440212966766, 3.6022795224818265e-06, 0.0, 0.0, 0.0]",HI-3,
Konrad Adenauer,Erinnerungen 1953 - 1955,Konrad Adenauer,,History,,"[0.08482418885634066, 0.9063928560568434, 0.0012366076406134384, 2.534032050437374e-05, 0.0, 3.0408384605248488e-05, 0.007298012305259637, 0.00019258643583324042]",HI-3,
1001 Glückwünsche in Reim und Vers,,Pattloch,,Roman,,"[0.0029363277585661395, 0.1913553178616429, 0.32394522555326744, 0.41714726599577034, 0.0, 0.00016097070888169762, 0.06445489212187148, 0.0]",HI-3,
Das Parfum des Schreckens,,Anne Maybury,,Roman,,"[0.00039050171446300663, 0.0684126907707862, 0.0, 0.0, 0.0, 0.1023274972049706, 0.8288693103097802, 0.0]",HI-3,
Es blieb nur ein rotes Segel,,Konsalik,Bastei Lübbe,Roman,,"[0.13446000253817844, 0.6940966199923855, 0.08795845847963112, 0.0, 0.0, 0.0, 0.010089259274927027, 0.07339565971487795]",HI-3,
Der Inka,,Daniel Peters,,Roman,,"[0.0, 0.04552448067679959, 0.9518101008525005, 0.0026654184706998998, 0.0, 0.0, 0.0, 0.0]",HI-3,
Liebesgeschichten,,Barbara Noack,,Roman,,"[0.09536189151858174, 0.03914464964213131, 0.0, 0.0, 0.0, 0.09794766141296513, 0.7675457974263218, 0.0]",HI-3,
Lugal,,Josef Nyary,,Roman,,"[0.31350532079539756, 0.10345575965872905, 7.115741086644821e-06, 0.0, 0.0, 0.00021347223259934463, 0.5828183315721874, 0.0]",HI-3,
Die Nornen- königin,,Tad Williams,,Roman,,"[6.999043464059912e-05, 0.00010498565196089868, 0.9986896235292287, 0.0010965168093693863, 3.8883574800332847e-05, 0.0, 0.0, 0.0]",HI-3,
Der Conducator,Nicolae Ceausescu,Malte Olschewski,UEBERREUTER,Roman,,"[0.026150117919165276, 0.8929523537271769, 0.07416888103483, 0.0, 0.0, 0.0002642082307360798, 0.006325838049017124, 0.0001386010390746648]",HI-3,
Goldene Gräser,,Patricia Shaw,,Roman,,"[0.007334134036379009, 0.03989532965097321, 0.923048941744757, 0.029713401835499764, 8.192732390950635e-06, 0.0, 0.0, 0.0]",HI-3,
Des Sieges bittere Tränen,,Konsalik,Lingen,Roman,,"[0.03953297702488611, 0.5453389142661053, 0.15985180527558424, 2.4658024029244418e-05, 0.015094820376569123, 0.23570194202487585, 0.004446663666607077, 8.219341343081473e-06]",HI-3,
Shades of Grey,Gefährliche Liebe,E L James,Goldmann,Roman,,"[0.0017322307660647403, 0.062233253462224664, 0.91045726955336, 0.0009591691018705587, 2.3263429709547134e-05, 3.5789891860841742e-06, 0.0002934771132589023, 0.02429775758432546]",HI-3,
Die Seidenmanufaktur,Zur schönen Harmonie,Tash Aw,rowohlt,Roman,,"[0.15336924183506867, 0.5597658366292604, 1.294333224239533e-05, 1.8490474631993328e-06, 3.6980949263986656e-06, 0.001760293184965765, 0.2850842888286099, 1.8490474631993328e-06]",HI-3,
Der grosse Regen,,Louis Bromfield,,Roman,,"[0.00038557270908729977, 0.0348809687418877, 0.9647220058942997, 0.0, 0.0, 0.0, 3.8175515751217795e-06, 7.635103150243559e-06]",HI-3,
Robert Littell,Task Force 753,,,Roman,,"[0.0011199160567424136, 0.3913681424959859, 0.01844041960098126, 0.0, 0.0, 3.89160019717441e-05, 0.5883912124784881, 0.0006413933658305972]",HI-3,
Im Tak der bittersüßen Träume,,Konsalik,,Roman,,"[0.09075433920664279, 0.14624514248278656, 0.0007577332200241528, 0.22509675569154997, 0.02490258655391877, 0.19822879859819353, 0.3139988581381337, 1.5786108750503182e-05]",HI-3,
Die lustigsten Lausbuben Geschichten,,,t,Roman,,"[0.3641151798677206, 0.08170027423778028, 0.3947072108404581, 0.0002177770608162607, 3.871592192289079e-05, 0.14241813195676722, 0.016139699951605097, 0.0006630101629295048]",HI-3,
Sieg des Herzens Gesang der Rosen,,Konsalik,Lingen,Roman,,"[0.016908990331822422, 0.266242290639784, 0.7143140217472073, 0.0024769028806380503, 4.540988614503092e-05, 8.256342935460167e-06, 2.064085733865042e-06, 2.064085733865042e-06]",HI-3,
Der versteinerte Fisch,,Federica de Cesco,Benziger,Roman,,"[0.0007212392892514641, 0.06657832348099758, 0.007302116440459799, 0.0, 3.4509056901983924e-06, 0.13564820087031842, 0.789736316296212, 1.0352717070595178e-05]",HI-3,
Zeit der Haut,,Anja Snellman,btb,Roman,,"[0.011461145263187766, 0.0006917125739156963, 0.9686494578037593, 0.013997424700878652, 0.0, 2.1283463812790654e-05, 0.004742665186283517, 0.00043631100816220837]",HI-3,
Mein buntes Vorlesungsbuch,,,,Stories,,"[0.006732331236466374, 0.263161310911461, 0.382210346587047, 0.265546654839111, 0.0, 0.0, 0.08217987620732119, 0.00016948021859342237]",HI-3,
Besser Denken - Besser Leben,,,,Roman,,"[8.180216461112509e-05, 0.05987603825824314, 0.8408224263780518, 0.0923294739491568, 0.0, 0.0, 0.000648124842688145, 0.006242134407248931]",HI-3,
Der Prinz aus dem Paradies,,Hera Lind,Diana,Roman,,"[0.0016066645558246403, 0.6048824631814953, 0.3217714813832291, 0.07124733648818642, 0.0, 0.0, 0.00048349692359037115, 8.557467674165861e-06]",HI-3,
Herzen in Aufruhr,,Marie Louise Fischer,,Roman,,"[0.22883573947469468, 0.5250978713262392, 0.0306876812329801, 0.04707312874879178, 0.123121466370662, 0.015282050376699783, 0.029899855675654206, 2.2067942782237954e-06]",HI-3,
Dornen können Rosen tragen,,Jörg Zink,K,Roman,,"[3.653410554895378e-05, 0.8734573954643869, 0.00322653837427076, 1.5382781283770013e-05, 0.0, 1.9228476604712516e-06, 0.12322761516896062, 3.4611257888482526e-05]",HI-3,
Der Fels des Löwen,,Eric Campbell,UEBERREUTER,Roman,,"[0.0002848665286870678, 0.4828588498955069, 0.10215112043299712, 0.0, 0.0, 0.02832027064841168, 0.386367245895275, 1.764659912220774e-05]",HI-3,
Weil deine Augen ihn nicht sehen,,Mary Higgins Clark,Heyne,Roman,,"[0.00521654314751757, 2.6126259503426896e-05, 0.008055596680223293, 0.9866995567244637, 0.0, 0.0, 2.1771882919522413e-06, 0.0]",HI-3,
Midnight Express,Erfahrungen,Billy Hayes William Hoffer,Bastei Lübbe,Roman,,"[0.019795772379967113, 0.8329129652904245, 3.989933966592853e-05, 0.0, 0.0, 0.0015589241998044932, 0.14569243879013802, 0.0]",HI-3,
Der schnelle Weg zum richtigen Wort,,,ADAC,Roman,,"[5.6278526177956455e-06, 0.10120942552756429, 0.8987305440445126, 1.8759508725985484e-06, 5.6278526177956455e-06, 1.8759508725985484e-06, 0.0, 4.5022820942365164e-05]",HI-3,
Louison oder die köstliche Stunde,,Fanny Deschamps,Wunderlich,Roman,,"[0.0, 0.0024196511570809083, 0.0, 0.0, 0.0, 0.17073864550332638, 0.8268417033395927, 0.0]",HI-3,
Frau zu sein bedarf es wenig,,Hera Lind,,Roman,,"[0.018790838515073058, 0.6252680294300704, 0.04616837418566855, 0.0, 0.0, 0.0, 0.3093825421384212, 0.0003902157307667544]",HI-3,
The Parsons Daughter,,Catherine Cookson,Corgi,Roman,,"[0.005785272506211345, 0.3212052651054607, 0.6031188877729027, 0.0, 0.0, 0.014501242268858698, 0.05143944600095152, 0.003949886345615055]",HI-3,
Frisch gepreßt,,Susanne Fröhlich,,Roman,,"[0.00011886529362013395, 0.04189544425903491, 0.9579079708322856, 4.1145678560815596e-05, 3.657393649850275e-05, 0.0, 0.0, 0.0]",HI-3,
Skandal in Dallas,,Burt Hirschfeld,,Roman,,"[1.784431725411646e-05, 0.0724122394172046, 0.05936135188547517, 3.791917416499748e-05, 8.92215862705823e-06, 0.0, 0.7642877217714054, 0.10387400127586868]",HI-3,
Einmal Himmel und retour,,Claudia Keller,Blanvalet,Roman,,"[0.03652898349058721, 0.031190431303546366, 0.03725615175373235, 0.007050240444320756, 0.008420788034939987, 0.006915579654849434, 0.8720453178443501, 0.0005925074736738157]",HI-3,
Kampf und Leiden- schaft,,Leslie Arlen,Lingen,Roman,,"[0.005690707641893039, 0.9544863277152248, 0.03397440380446185, 3.996283456385561e-06, 0.0, 1.7983275553735026e-05, 0.0030271847182120628, 0.002799396561198086]",HI-3,
Wie Sand am Meer,,Catherine Gaskin,,Roman,,"[0.0013296536874791614, 0.8608121733611316, 0.1179957177920518, 0.00022696505541562725, 0.0, 0.00017273446695348623, 0.019438653153207437, 2.4102483760951566e-05]",HI-3,
Airport Klinik,,Konsalik,,Roman,,"[0.044876172214760444, 0.11985269400239078, 0.8351430022867703, 0.0001040126262283665, 1.5074293656285e-06, 0.0, 1.5074293656285e-06, 2.1104011118799e-05]",OS-1,
Avra,,J. M. Dillard,G,Roman,,"[0.032062646019465346, 0.8984271967002047, 0.06906402745655126, 0.0003874285311762565, 0.0, 0.0, 0.0, 5.8701292602463105e-05]",OS-1,
Axel rettet den Dschungelforscher,,Körber,,Roman,,"[0.016744368060023856, 0.06334639017764081, 0.8683930298275518, 0.04914566095100485, 1.881389669665602e-05, 0.002325397631706684, 2.6339455375318426e-05, 0.0]",OS-1,
Cottage gesucht Held gefunden,,Susan Elizaeth Phillips,blanvalet,Roman,,"[0.0003458115479307855, 0.9315706369022245, 0.04740010613587131, 0.00043280816376242964, 0.0, 0.013160413059931968, 0.006983653335885234, 0.00010657085439376408]",OS-1,
Das Geheimnis der sieben Palmen,,Konsalik,,Roman,,"[0.007431993104803956, 0.11092293811964778, 0.20702221281357264, 0.00010584730769812348, 3.0242087913749566e-05, 0.650240172581515, 0.02424155363686309, 5.040347985624928e-06]",OS-1,
Das geschenkte Gesicht,,Konsalik,,Roman,,"[0.020696952114406635, 0.43650124577630633, 0.0074695382094952046, 0.0017884569439230009, 3.4130857708454213e-06, 0.13795180722891567, 0.3955885866411823, 0.0]",OS-1,
Der Elfenpakt,,Herbie Renman,dtv,Roman,,"[0.010768529139429788, 0.02475434983899722, 0.01885598197874487, 0.01431473624566398, 0.016807860805152088, 0.9130778479525699, 0.0014179300432565402, 2.763996185685264e-06]",OS-1,
Der Grosse Regen,,Louis Bromfield,,Roman,,"[0.00038557270908729977, 0.0348809687418877, 0.9647220058942997, 0.0, 0.0, 0.0, 3.8175515751217795e-06, 7.635103150243559e-06]",OS-1,
Der Jade Pavillon,,Konsalik,,Roman,,"[0.010798715660807673, 0.9178477672204116, 0.07085225276126036, 0.0005012643575203434, 0.0, 0.0, 0.0, 0.0]",OS-1,
Der Kater,-und der Ruf im Nebel,Jo Pestum,,Roman,,"[0.00012088128821280197, 0.9781247282821921, 0.012018144917578048, 0.0018619959833480724, 0.0, 5.089738451065346e-05, 0.00782335214415836, 0.0]",OS-1,
Der Wüstendoktor,Die Drohung des Sieges Bittere Tränen,Konsalik,,Roman,,"[0.02199847842482313, 0.050985970812821496, 0.9267729568892534, 0.0002062873070594817, 1.6502984564758536e-06, 0.0, 6.601193825903414e-06, 2.8055073760089513e-05]",OS-1,
Die Dame mit dem Samtvisier,,Geissler,,Roman,,"[0.012525480239975139, 0.7787814783016334, 0.208550826165507, 2.6336165348980527e-05, 0.0, 0.0, 0.0, 0.00011587912753551431]",OS-1,
Die Drohung,,Konsalik,Lingen,Roman,,"[0.09659862036337247, 0.8169585848400347, 0.07231565252081383, 0.005324491256487721, 0.00013231040019886654, 0.007128723986472264, 0.0014353673718543703, 0.00010624926076575646]",OS-1,
Die Ent- wurzel- ten,,James Jones,,Roman,,"[0.0006759434821265975, 0.5336846953969427, 0.4539940654090476, 0.01164101080866836, 2.1424516073743184e-06, 0.0, 2.1424516073743184e-06, 0.0]",OS-1,
Die Gesellschaft im Blizzard,,Caldwell,G,Roman,,"[0.00710710378890841, 0.00273809129180893, 0.06466668876586999, 0.9253886697384559, 0.0, 0.0, 8.61868929625087e-05, 1.3259521994232108e-05]",OS-1,
Die hochreiter Kinder,,Hilde,,Roman,,"[0.07109171525520279, 0.09535631441004981, 0.017385064947513428, 0.16639325630372925, 0.08101664836323502, 0.5515472105296311, 0.01706874878471604, 0.00014104140592264357]",OS-1,
Die Inselfrauen,,Sylvia Lott,blanvalet,Roman,,"[1.9476614672220747e-05, 0.9114690480074206, 0.037083474335908306, 0.050417651655877437, 2.4345768340275934e-06, 2.4345768340275934e-06, 0.0010054802324533962, 0.0]",OS-1,
Die Jungens von Burg Schreckenstein,,Hassencamp,,Roman,,"[0.0006171543458482055, 0.6689571364038353, 0.32785529321193846, 0.0025449663746317753, 0.0, 0.0, 0.0, 2.5449663746317752e-05]",OS-1,
Frühling des Lebens,,,Reader´s Digest,Roman,,"[0.11460949535502545, 0.04628168619578918, 0.02526726109892162, 0.044430698846925916, 0.7675061855188834, 0.0019046729844545073, 0.0, 0.0]",OS-1,
Die Stunde des Jägers,,Jack Higgins,,Roman,,"[0.08502752745055824, 0.26872188187662, 3.91451810884038e-05, 0.03967643711746071, 0.004521268415710639, 0.59622165119966, 0.005792088758902034, 0.0]",OS-1,
Die Tochter des Teufels,,Konsalik,,Roman,,"[0.0611557671590969, 0.3321719412699728, 0.09701641517820149, 1.8833384811251817e-05, 2.0716723292377e-05, 0.41640237149981546, 0.09297477079770684, 0.00023918398710289808]",OS-1,
Ein Kreuz in Sibirien,,Konsalik,,Roman,,"[0.45783739224821235, 0.18225578437333315, 0.023049837183365472, 5.222068461317528e-05, 3.7300489009410915e-06, 0.03599124184518059, 0.3008041985430429, 5.595073351411637e-06]",OS-1,
Ein Sommer mit Danica,,Konsalik,,Roman,,"[0.545531652833569, 0.3066048959368483, 0.0824541268352765, 0.025333463966296696, 1.3996388931655632e-05, 0.0027488907861771663, 0.037293378308396435, 1.9594944504317885e-05]",OS-1,
Ein wunderbarer Sommer,,Kerry Fisher,Goldmann,Roman,,"[0.0013788497621654528, 0.36812789910545135, 2.0444230411019894e-05, 0.0, 6.814743470339965e-06, 0.626045495227408, 0.0022261495336443884, 0.002194347397449469]",OS-1,
Eine ganz heiße Nummer,,Andrea Sixt,Bastei Lübbe,Roman,,"[0.00013898247978436657, 0.07044305929919137, 0.1470687331536388, 0.7823281671159029, 4.211590296495957e-06, 4.211590296495957e-06, 8.423180592991915e-06, 4.211590296495957e-06]",OS-1,
Engel der Vergessenen,,Konsalik,,Roman,,"[0.06893990438802547, 0.6021041532452271, 0.01813942201686821, 0.28105880222659374, 0.022817781708574406, 0.005693359266736715, 0.0012453453523736085, 1.2317956007651915e-06]",OS-1,
Florian und Roter Blitz,,May D'Alencon,,Roman,,"[0.01151830700637478, 0.038782362408549015, 0.8798540986431006, 0.06960570494476172, 0.00023532476919262593, 0.0, 4.202228021296892e-06, 0.0]",OS-1,
Fröhliche Tage im Waldhaus,,Gretl Maurer,GJB,Roman,,"[0.019363001629592338, 0.1946347107584008, 0.7000799339330587, 0.002398017991759297, 0.010402451896112384, 0.07307551327742375, 0.0, 4.637051365280409e-05]",OS-1,
Gedichte,20,Hans Magnus Enzensberger,,Roman,,"[0.00011781598615662162, 0.00010308898788704392, 0.9996980965354737, 3.6817495673944256e-05, 0.0, 0.0, 3.6817495673944256e-05, 7.3634991347888514e-06]",OS-1,
Geheimnisse des Waldes,,Kloss,,Roman,,"[0.004390459492668807, 0.09406947999281208, 0.8792186536248002, 0.013904740627777428, 7.285054467923906e-05, 0.00834381571726218, 0.0, 0.0]",OS-1,
Gerda im Heidehof,,Kretzer-Hartl,Karu Buch,Roman,,"[0.00013969753231068732, 0.0027443805541035025, 0.7732483731997044, 0.22384501685383132, 0.0, 0.0, 2.2531860050110856e-05, 0.0]",OS-1,
Gesundheit für unsere Jugend,Gesamtausgabe,J. G. Schnitzer,,Roman,,"[8.35497503951207e-05, 0.8853906298954932, 0.013413216178016668, 0.0059842508720505195, 0.0, 0.002952091180627598, 0.09217278088381711, 3.4812395997966955e-06]",OS-1,
Gott spricht zu Samuel,,,A,Roman,,"[0.03347039998541197, 0.07887562796889104, 0.3088102553816136, 0.5788345991484241, 9.117515659333145e-06, 0.0, 0.0, 0.0]",OS-1,
Heide- Schul- Meister Uwe Karsten,,Felicitas Rose,,Roman,,"[1.7016476811403956e-05, 0.0044680406256229245, 0.9952086463149604, 0.00030143473208772725, 0.0, 2.4309252587719937e-06, 2.4309252587719937e-06, 0.0]",OS-1,
IPCRESS - Streng Geheim,,Len Deighton,Heyne,Roman,,"[0.0004888231252972573, 0.062450457115679335, 0.9060006341489193, 0.017813419295742396, 0.013233454878542867, 0.0, 4.403811939614931e-06, 8.807623879229862e-06]",OS-1,
In bester Gesellschaft,,Walter Berger,Bastei Lübbe,Roman,,"[0.008073064018680416, 0.03072227225272755, 0.8453924561081934, 0.11580423815937328, 0.0, 7.969461025350856e-06, 0.0, 0.0]",OS-1,
Jo und Trixi retten ihre Freunde,,M.Hansen,JM,Roman,,"[0.003977976833802052, 0.8405753637047809, 0.14852339537015555, 6.79028762526666e-05, 0.0, 0.00022917220735274978, 0.00662618900765605, 0.0]",OS-1,
Küsschen für alle,,Roland Dahl,,Roman,,"[0.41782851590964293, 0.2167846888760175, 0.2392693210764622, 0.04249048660027528, 0.06460392493912047, 0.00039361496733369457, 0.018502394698654112, 0.00012705293249378748]",OS-1,
Mutterkind,,Jenny Diski,Klett-Cotta,Roman,,"[0.0411444908600717, 0.925469587888484, 0.032684131780878735, 0.0006925310342784345, 1.8516872574289693e-06, 0.0, 0.0, 7.406749029715877e-06]",OS-1,
Natascha,,Konsalik,,Roman,,"[0.016520614854187616, 0.8994659807940946, 0.08393466897992109, 4.972760324002962e-05, 0.0, 0.0, 1.657586774667654e-05, 1.2431900810007404e-05]",OS-1,
O diese Elke!,,Schäfer,GJB,Roman,,"[0.004656863717319645, 0.7648521822602846, 0.21794836196603742, 0.005747696359792305, 3.9666641544460355e-06, 0.0026060983494710453, 0.0041848306829405674, 0.0]",OS-1,
SANDRA und der Junge vom Fluß,,Kreuter,,Roman,,"[0.004144874476987448, 0.803961820083682, 0.1885460251046025, 0.003334205020920502, 0.0, 6.53765690376569e-06, 6.53765690376569e-06, 0.0]",OS-1,
Nr. 13 Londen Street,Schatten in Rockfort Castle,Scheffler,,Roman,,"[0.01412244935232155, 0.9185527799719652, 0.0485450635350413, 0.0006940227292443827, 0.0, 0.0026071511736746223, 0.015432873847671143, 4.5659390081867284e-05]",OS-1,
